p04_sam_experiment_COUCH_6.wav,5.0
p05_sam_experiment_MONKEY_8.wav,5.0
p04_sam_experiment_CUP_4.wav,4.0
p05_sam_experiment_KETTLE_4.wav,4.0
p05_sam_experiment_ROOSTER_6.wav,3.0
p05_sam_experiment_CLOUD_1.wav,5.0
p02_sam_experiment_MAILBOX_11.wav,4.0
p05_sam_experiment_WINDOW_8.wav,5.0
p05_sam_experiment_BICYCLE_1.wav,5.0
p05_sam_experiment_MAILBOX_2.wav,5.0
p05_sam_experiment_MOUNTAIN_5.wav,5.0
p02_sam_experiment_TRAIN_7.wav,4.0
p05_sam_experiment_MAILBOX_15.wav,4.0
p02_sam_experiment_CASTLE_10.wav,4.0
p02_sam_experiment_PIG_3.wav,5.0
p05_sam_experiment_MOUNTAIN_9.wav,5.0
p04_sam_experiment_MONKEY_10.wav,5.0
p02_sam_experiment_MIRROR_5.wav,4.0
p05_sam_experiment_COCONUT_5.wav,5.0
p05_sam_experiment_MOUNTAIN_2.wav,5.0
p03_sam_experiment_MIRROR_9.wav,2.0
p04_sam_experiment_MOP_0.wav,5.0
p05_sam_experiment_COUCH_8.wav,4.0
p03_sam_experiment_COUCH_12.wav,2.0
p04_sam_experiment_WINDOW_5.wav,4.0
p04_sam_experiment_COCONUT_4.wav,4.0
p04_sam_experiment_MOUNTAIN_7.wav,4.0
p04_sam_experiment_CLOCK_1.wav,5.0
p04_sam_experiment_PLANE_9.wav,3.0
p02_sam_experiment_CRIB_1.wav,4.0
p03_sam_experiment_PLANE_14.wav,1.0
p05_sam_experiment_FLOWER_10.wav,0.0
p02_sam_experiment_BOAT_9.wav,4.0
p02_sam_experiment_COUCH_2.wav,3.0
p05_sam_experiment_CUP_4.wav,5.0
p04_sam_experiment_COCONUT_1.wav,5.0
p03_sam_experiment_CLOCK_8.wav,1.0
p02_sam_experiment_FLOWER_0.wav,1.0
p02_sam_experiment_CLOUD_8.wav,3.0
p04_sam_experiment_BOAT_2.wav,5.0
p05_sam_experiment_SUN_2.wav,5.0
p04_sam_experiment_CASTLE_3.wav,0.0
p04_sam_experiment_DOOR_0.wav,5.0
p04_sam_experiment_MAILBOX_8.wav,4.0
p04_sam_experiment_MIRROR_2.wav,3.0
p05_sam_experiment_CLOUD_5.wav,5.0
p04_sam_experiment_MIRROR_5.wav,0.0
p03_sam_experiment_CRIB_4.wav,1.0
p04_sam_experiment_DRESSER_4.wav,1.0
p02_sam_experiment_SEASHELL_6.wav,3.0
p03_sam_experiment_CAR_0.wav,1.0
p04_sam_experiment_CUP_0.wav,4.0
p03_sam_experiment_BICYCLE_15.wav,0.0
