frame_number, orig_local_time, orig_local_time2, local_time, game_elapsed_time, time_diff, inter_data_frame_number,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
40,,,2018-02-24-11:37:24,,0,0,0.0018288798164576292,0.004542277194559574,0.4258607029914856,0.1928173005580902,0.003102995455265045,0.004540808964520693,0.024035166949033737,0.19273711740970612,-0.003387451171875,98.5820541381836,4.321927260519942e-09,0.003102995455265045,0.007655813358724117,0.00010675644443836063,0.0036565542686730623,5.4236002355878554e-09,1.2001714821963105e-06,0.1400105506181717,1.4666935612694942e-06,5.8704340943904754e-08,1.2634980350867409e-07,1.7093233078968595e-11,0.0070386710576713085,1.5534207875589345e-07,0.030517341569066048,2.411985917660786e-07,0.00028812314849346876,8.824027645459864e-06,0.01772122271358967,0.06164053454995155,46.032798767089844,-0.7916257977485657,9.647871971130371,-0.6083630323410034
41,,,2018-02-24-11:37:24,,0,0,0.0018216264434158802,0.004512013401836157,0.4258607029914856,0.19267448782920837,0.11238277703523636,0.0045568677596747875,0.023964229971170425,0.1940310299396515,-0.00035858154296875,97.86418914794922,5.692072369001266e-10,0.11238277703523636,0.0009029456996358931,0.0003062500909436494,0.0002903507847804576,7.095304255244628e-08,1.2898080967715941e-06,0.010970110073685646,9.234626929810474e-08,4.2930611243718886e-07,2.364773443730428e-08,1.3294708216260442e-12,4.7798766900086775e-05,5.315914677339606e-07,0.022912804037332535,6.300447807916498e-08,0.0002069233451038599,1.5307138667708386e-08,0.0006977072334848344,0.007866621017456055,46.13723373413086,2.8763267993927,7.858826637268066,-0.6761477589607239
42,,,2018-02-24-11:37:24,,0,0,0.0018232133006677032,0.004518106114119291,0.4258607029914856,0.1931036412715912,0.08844301849603653,0.0045532057993113995,0.02397826313972473,0.1937400847673416,-0.00061798095703125,96.6263427734375,7.202199281408639e-09,0.08844301849603653,0.0019575031474232674,0.001837160438299179,9.364647121401504e-05,3.05277469969667e-09,3.58185366167163e-06,0.03961743041872978,1.7834838672570186e-07,1.511675691290293e-07,9.612002571657285e-08,9.381968812949282e-11,0.021028853952884674,9.185702509739713e-08,0.00507334666326642,3.3263872865063604e-06,0.001795298303477466,8.309091015235026e-08,0.0002573642414063215,0.008528833277523518,45.58815383911133,5.225726127624512,3.2193589210510254,0.06222236156463623
43,,,2018-02-24-11:37:25,,0,0,0.0018288466380909085,0.004538959823548794,0.4258607029914856,0.19767175614833832,0.003594014560803771,0.004540332593023777,0.024029050022363663,0.19271685183048248,-0.0001373291015625,91.21492767333984,6.254688287299359e-07,0.003594014560803771,0.0004266962641850114,9.512157703284174e-06,1.4606821423512883e-05,7.49016209056208e-08,4.061418792389304e-07,0.03465860337018967,1.3957806004327722e-06,7.264874511747621e-06,1.031867100209638e-06,1.271707348801665e-13,0.24151639640331268,3.0345127299824526e-08,0.020982185378670692,1.2774441984220175e-06,0.0031547609250992537,1.831743368096994e-10,4.385943157103611e-06,0.0032679541036486626,44.45452117919922,10.299178123474121,-7.511875152587891,-0.5510513186454773
44,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,,,2018-02-24-11:37:25,,0,0,0.0018290490843355656,0.004539674613624811,0.4258607029914856,0.19278857111930847,0.00031682749977335334,0.0045402804389595985,0.024035533890128136,0.19269511103630066,-0.0016021728515625,85.26268005371094,0.0001225582673214376,0.00031682749977335334,0.0024890562053769827,0.0001993619225686416,0.002708564745262265,2.5652855129010277e-06,5.550528499043139e-07,28.599136352539062,8.872024409356527e-06,7.389166057691909e-06,1.537961566100421e-06,1.954277465223732e-14,0.005612616427242756,5.6148717675341686e-08,0.011226139962673187,2.290389147674432e-06,0.007988929748535156,6.709618537853457e-12,6.645865505561233e-05,0.022011198103427887,45.20497512817383,13.22323226928711,-22.560184478759766,0.9655571579933167
46,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,,,2018-02-24-11:37:25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,,,2018-02-24-11:37:26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,,,2018-02-24-11:37:27,,0,0,0.0018288083374500275,0.004550431855022907,0.42610177397727966,0.21043631434440613,0.0015331280883401632,0.004540449474006891,0.024033794179558754,0.19266687333583832,-0.0192108154296875,76.4123764038086,0.0015331280883401632,0.001106985379010439,0.06192139536142349,0.00962376780807972,0.0002986592298839241,0.00010595324420137331,4.205338655083324e-07,0.001109651057049632,5.625392986985389e-06,1.9492996216285974e-05,1.0676097190298606e-05,2.652161801806885e-15,0.8313930630683899,7.756078048259951e-06,0.03147997334599495,7.83176687946252e-08,6.998670869506896e-05,1.5521013363439806e-09,3.626314253324381e-07,0.25852274894714355,43.86238479614258,16.122888565063477,-5.914872169494629,-3.185727596282959
59,,,2018-02-24-11:37:27,,0,0,0.0018289688741788268,0.004540726542472839,0.4258617162704468,0.7892754077911377,0.0017320391489192843,0.004540172405540943,0.024029918015003204,0.19269832968711853,-0.0025787353515625,83.10797882080078,1.2018280358461197e-05,0.0017320391489192843,0.008393479511141777,2.955550553451758e-05,0.00016414120909757912,8.475373761029914e-06,1.392998001392698e-07,0.007833548821508884,1.7258748812309932e-06,0.0006257868953980505,7.005643055890687e-06,1.108922511413766e-15,13.328125953674316,6.742863547515299e-07,1.403255820274353,1.7593592360753973e-08,2.3074951968737878e-05,5.533477148711441e-11,1.5302147104989672e-08,0.04476253315806389,43.61666488647461,14.033502578735352,-12.222513198852539,-3.65885853767395
