header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522256452,352478504,,2018-05-24 19:29:06.263512,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522256454,77257156,,2018-05-24 19:29:07.982665,2018-03-28 13:00:53.470730,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522256471,76064586,0:00:01.003183,2018-05-24 19:29:24.978054,2018-03-28 13:01:10.466131,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1522256478,244340658,0:00:08.171631,2018-05-24 19:29:32.146356,2018-03-28 13:01:17.634439,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
5,1522256478,269185543,0:00:08.199124,2018-05-24 19:29:32.174195,2018-03-28 13:01:17.662288,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
6,1522256478,437694787,0:00:08.384743,2018-05-24 19:29:32.359638,2018-03-28 13:01:17.847719,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
7,1522256479,547040700,0:00:09.480204,2018-05-24 19:29:33.455103,2018-03-28 13:01:18.943181,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
8,1522256479,668505907,0:00:09.644985,2018-05-24 19:29:33.619694,2018-03-28 13:01:19.107779,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
9,1522256480,239495277,0:00:10.167355,2018-05-24 19:29:34.142080,2018-03-28 13:01:19.630167,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
10,1522256481,188483238,0:00:11.180633,2018-05-24 19:29:35.155357,2018-03-28 13:01:20.643440,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
11,1522256482,67300796,0:00:12.011714,2018-05-24 19:29:35.986423,2018-03-28 13:01:21.474510,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
12,1522256482,232146024,0:00:12.164955,2018-05-24 19:29:36.139649,2018-03-28 13:01:21.627738,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
13,1522256483,274461269,0:00:13.201373,2018-05-24 19:29:37.176055,2018-03-28 13:01:22.664145,1,vehicle,2018-03-28 13:01:10.074135,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-28 13:01:10.074089,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
