header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522240116,103496313,,2018-05-21 23:42:38.801626,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522240118,311339378,,2018-05-21 23:42:41.011097,2018-03-28 08:28:37.205043,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522240123,536771297,0:00:01.004269,2018-05-21 23:42:46.234323,2018-03-28 08:28:42.428296,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1522240129,702240228,0:00:07.173765,2018-05-21 23:42:52.403949,2018-03-28 08:28:48.597914,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,missionMODE,,,,,,0,False,,,,,,
5,1522240129,762884616,0:00:07.232397,2018-05-21 23:42:52.462461,2018-03-28 08:28:48.656435,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,pronunciationPANEL,,,,,,0,False,False,True,False,False,False,
6,1522240129,874482870,0:00:07.350294,2018-05-21 23:42:52.580360,2018-03-28 08:28:48.774335,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,pronunciationPANEL,,,,,,0,False,False,False,False,False,False,
7,1522240131,218027591,0:00:08.691949,2018-05-21 23:42:53.922009,2018-03-28 08:28:50.115985,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,car,0,False,,,,,,
9,1522240131,730062723,0:00:09.197764,2018-05-21 23:42:54.427831,2018-03-28 08:28:50.621800,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,,0,False,,,,,,
10,1522240136,894348859,0:00:14.361952,2018-05-21 23:42:59.591997,2018-03-28 08:28:55.785971,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,False,False,False,False,False,False,
11,1522240137,105619430,0:00:14.573274,2018-05-21 23:42:59.803325,2018-03-28 08:28:55.997300,1,vehicle,2018-03-28 08:28:42.531921,None,,0,childTURN,novice,2018-03-28 08:28:42.531860,None,,1,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,False,False,False,False,False,False,
