header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522068075,332980632,,2018-05-25 13:39:07.626873,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522068077,219144344,,2018-05-25 13:39:09.513212,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522068093,558755159,0:00:01.003253,2018-05-25 13:39:25.853980,2018-03-26 08:41:33.560776,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1522068097,645574331,0:00:05.095632,2018-05-25 13:39:29.946576,2018-03-26 08:41:37.653369,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,True,False,False,False,False,
6,1522068098,4366159,0:00:05.453266,2018-05-25 13:39:30.305606,2018-03-26 08:41:38.012379,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
7,1522068098,15320777,0:00:05.459899,2018-05-25 13:39:30.310800,2018-03-26 08:41:38.017597,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
8,1522068102,261533737,0:00:09.705381,2018-05-25 13:39:34.556334,2018-03-26 08:41:42.263126,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
9,1522068104,955430507,0:00:12.403459,2018-05-25 13:39:37.254444,2018-03-26 08:41:44.961232,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
10,1522068105,61342000,0:00:12.509195,2018-05-25 13:39:37.360105,2018-03-26 08:41:45.066898,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
11,1522068105,166981458,0:00:12.614597,2018-05-25 13:39:37.465625,2018-03-26 08:41:45.172409,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,False,False,False,False,
12,1522068106,930915832,0:00:14.373567,2018-05-25 13:39:39.224289,2018-03-26 08:41:46.931086,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_parseChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_parseChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
14,1522068108,84755897,0:00:15.528588,2018-05-25 13:39:40.379317,2018-03-26 08:41:48.086112,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,1,0,0,1,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
15,1522068108,89077949,0:00:15.533423,2018-05-25 13:39:40.384138,2018-03-26 08:41:48.090936,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
16,1522068108,805420637,0:00:16.253412,2018-05-25 13:39:41.104291,2018-03-26 08:41:48.811081,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN_parseChildSpeechResponse,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,0,0,SCREEN_MOVED,childTURN_parseChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
21,1522068111,178111076,0:00:18.621546,2018-05-25 13:39:43.472343,2018-03-26 08:41:51.179140,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,car,0,False,,,,,,
22,1522068111,682619571,0:00:19.125188,2018-05-25 13:39:43.975899,2018-03-26 08:41:51.682701,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,LOOK_CENTER,,,True,,0,False,,,,,,
23,1522068111,683382511,0:00:19.134078,2018-05-25 13:39:43.984777,2018-03-26 08:41:51.691577,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,,0,False,,,,,,
24,1522068112,174929618,0:00:19.619184,2018-05-25 13:39:44.470101,2018-03-26 08:41:52.176890,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,False,,,,,,
25,1522068112,889319896,0:00:20.331740,2018-05-25 13:39:45.182688,2018-03-26 08:41:52.889251,1,vehicle,2018-03-26 08:41:32.557330,None,,0,childTURN,novice,2018-03-26 08:41:32.557188,None,,0,0,0,0,0,2,0,0,1,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,False,False,False,False,False,False,
