header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
3,1522155333,391555786,0:00:05.003358,2018-05-20 23:41:31.473310,2018-03-27 08:55:33.389604,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
4,1522155333,400170087,0:00:05.020507,2018-05-20 23:41:31.492639,2018-03-27 08:55:33.408908,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
5,1522155333,563193321,0:00:05.178324,2018-05-20 23:41:31.648276,2018-03-27 08:55:33.564575,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
6,1522155335,429821729,0:00:07.055959,2018-05-20 23:41:33.526210,2018-03-27 08:55:35.442499,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
7,1522155335,671228647,0:00:07.286272,2018-05-20 23:41:33.756491,2018-03-27 08:55:35.672781,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
8,1522155335,826157808,0:00:07.432354,2018-05-20 23:41:33.902313,2018-03-27 08:55:35.818608,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
9,1522155335,932202816,0:00:07.541289,2018-05-20 23:41:34.011269,2018-03-27 08:55:35.927561,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
10,1522155336,131029605,0:00:07.739345,2018-05-20 23:41:34.209692,2018-03-27 08:55:36.125945,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
11,1522155336,242762804,0:00:07.851003,2018-05-20 23:41:34.321192,2018-03-27 08:55:36.237481,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
12,1522155337,312174320,0:00:08.922780,2018-05-20 23:41:35.392738,2018-03-27 08:55:37.309036,1,gigantic,2018-03-27 08:55:28.386095,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-27 08:55:28.386041,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
