header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1521561562,372260332,,2018-05-21 00:50:34.564972,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1521561567,885294198,,2018-05-21 00:50:40.076979,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1521561582,423853397,0:00:09.109588,2018-05-21 00:50:54.628362,2018-03-20 11:59:42.437406,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,True,False,False,False,False,
4,1521561582,616925239,0:00:09.290003,2018-05-21 00:50:54.808843,2018-03-20 11:59:42.617880,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,False,True,False,False,False,
6,1521561582,771722316,0:00:09.444193,2018-05-21 00:50:54.963025,2018-03-20 11:59:42.772063,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
7,1521561582,787075996,0:00:09.459812,2018-05-21 00:50:54.978689,2018-03-20 11:59:42.787727,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
8,1521561583,63354253,0:00:09.741280,2018-05-21 00:50:55.260081,2018-03-20 11:59:43.069124,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
9,1521561583,634042739,0:00:10.308667,2018-05-21 00:50:55.827498,2018-03-20 11:59:43.636536,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
10,1521561584,19511461,0:00:10.708382,2018-05-21 00:50:56.227124,2018-03-20 11:59:44.036163,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
11,1521561584,284168004,0:00:10.971656,2018-05-21 00:50:56.490491,2018-03-20 11:59:44.299528,1,vehicle,2018-03-20 11:59:33.327214,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-20 11:59:33.327160,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
