header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522339092,738982200,,2018-05-24 20:32:21.118202,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522339097,171873092,,2018-05-24 20:32:25.553491,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522339113,422610282,0:00:01.005084,2018-05-24 20:32:41.802721,2018-03-29 11:58:33.423999,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1522339117,745732069,0:00:05.332046,2018-05-24 20:32:46.128445,2018-03-29 11:58:37.749841,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
5,1522339117,790979862,0:00:05.375164,2018-05-24 20:32:46.171584,2018-03-29 11:58:37.792974,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
6,1522339117,933065891,0:00:05.524425,2018-05-24 20:32:46.320969,2018-03-29 11:58:37.942296,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
7,1522339121,448004007,0:00:09.046381,2018-05-24 20:32:49.842770,2018-03-29 11:58:41.464162,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
8,1522339121,984985589,0:00:09.575856,2018-05-24 20:32:50.372406,2018-03-29 11:58:41.993777,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
9,1522339122,82610130,0:00:09.668557,2018-05-24 20:32:50.465039,2018-03-29 11:58:42.086347,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
10,1522339122,492692708,0:00:10.079701,2018-05-24 20:32:50.876100,2018-03-29 11:58:42.497489,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
11,1522339123,321680545,0:00:10.905719,2018-05-24 20:32:51.702146,2018-03-29 11:58:43.323532,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
12,1522339123,862831830,0:00:11.445320,2018-05-24 20:32:52.241761,2018-03-29 11:58:43.863126,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
13,1522339124,280040979,0:00:11.864483,2018-05-24 20:32:52.660962,2018-03-29 11:58:44.282355,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,False,True,False,False,False,
14,1522339124,791916847,0:00:12.374689,2018-05-24 20:32:53.171078,2018-03-29 11:58:44.792474,1,vehicle,2018-03-29 11:58:32.417349,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-29 11:58:32.417295,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
