header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1521641638,926453351,,2018-05-19 21:09:48.356794,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1521641640,136067390,,2018-05-19 21:09:49.568378,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1521641649,172449588,0:00:01.001625,2018-05-19 21:09:58.601356,2018-03-21 10:14:09.172506,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1521641655,949079275,0:00:07.790051,2018-05-19 21:10:05.389653,2018-03-21 10:14:15.960811,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,True,False,False,False,False,
5,1521641656,52215576,0:00:07.882003,2018-05-19 21:10:05.481568,2018-03-21 10:14:16.052733,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,False,True,False,False,False,
6,1521641656,158941984,0:00:07.988637,2018-05-19 21:10:05.588750,2018-03-21 10:14:16.159902,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,False,False,False,False,False,
7,1521641656,208468198,0:00:08.037383,2018-05-19 21:10:05.636956,2018-03-21 10:14:16.208123,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,ROBOT_ENCOURAGING,,,,,0,False,,,,,,
8,1521641656,208966970,0:00:08.043448,2018-05-19 21:10:05.643020,2018-03-21 10:14:16.214184,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
9,1521641656,248769521,0:00:08.077780,2018-05-19 21:10:05.677565,2018-03-21 10:14:16.248650,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
12,1521641659,49000263,0:00:10.881114,2018-05-19 21:10:08.480698,2018-03-21 10:14:19.051861,1,gigantic,2018-03-21 10:14:08.170361,None,,0,childTURN_listenChildSpeechResponse,novice,2018-03-21 10:14:08.170300,None,,0,0,0,0,0,1,0,0,0,0,0,OBJECT_CLICKED,childTURN_listenChildSpeechResponse,missionMODE,,,,False,,0,False,,,,,,
