header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522688717,486035346,,2018-05-20 00:29:20.563726,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522688718,697385072,,2018-05-20 00:29:21.774856,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522688728,430509328,0:00:04.920035,2018-05-20 00:29:31.513062,2018-04-02 13:05:28.436807,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,0,0,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,False,,,,,,
4,1522688728,441394805,0:00:04.928658,2018-05-20 00:29:31.521691,2018-04-02 13:05:28.445433,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
5,1522688728,591535329,0:00:05.077089,2018-05-20 00:29:31.670118,2018-04-02 13:05:28.593864,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,True,False,False,False,False,
6,1522688732,461970329,0:00:08.951694,2018-05-20 00:29:35.544719,2018-04-02 13:05:32.468462,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
7,1522688735,235680580,0:00:11.720425,2018-05-20 00:29:38.313660,2018-04-02 13:05:35.237402,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_parseChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,0,0,0,0,0,SCREEN_MOVED,childTURN_parseChildSpeechResponse,missionMODE,,,,,,0,False,,,,,,
8,1522688735,838043212,0:00:12.323696,2018-05-20 00:29:38.916922,2018-04-02 13:05:35.840664,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,1,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,,,,,,0,False,,,,,,
9,1522688736,398463964,0:00:12.885016,2018-05-20 00:29:39.478128,2018-04-02 13:05:36.401870,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,1,1,0,0,0,0,SCREEN_MOVED,childTURN,missionMODE,Q_ROBOT_INDUCE_SPEECH,,,,,0,True,,,,,,
10,1522688736,406188249,0:00:12.889391,2018-05-20 00:29:39.482669,2018-04-02 13:05:36.406406,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,True,,,,,,
11,1522688736,550150394,0:00:13.034980,2018-05-20 00:29:39.628294,2018-04-02 13:05:36.552029,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,True,True,False,False,False,False,
12,1522688736,652065515,0:00:13.135373,2018-05-20 00:29:39.728396,2018-04-02 13:05:36.652143,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,True,False,True,False,False,False,
13,1522688736,752830505,0:00:13.236374,2018-05-20 00:29:39.829391,2018-04-02 13:05:36.753138,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_listenChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,0,0,SCREEN_MOVED,childTURN_listenChildSpeechResponse,missionMODE,,,,,,0,True,False,False,False,False,False,
14,1522688738,973695755,0:00:15.456863,2018-05-20 00:29:42.049916,2018-04-02 13:05:38.973655,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN_parseChildSpeechResponse,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,0,0,SCREEN_MOVED,childTURN_parseChildSpeechResponse,missionMODE,,,,,,0,True,,,,,,
17,1522688740,591828346,0:00:17.076707,2018-05-20 00:29:43.669721,2018-04-02 13:05:40.593465,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,1,0,OBJECT_CLICKED,childTURN,missionMODE,,,,True,,0,True,,,,,,
18,1522688741,592876672,0:00:18.078050,2018-05-20 00:29:44.671067,2018-04-02 13:05:41.594813,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,1,0,OBJECT_CLICKED,childTURN,pronunciationPANEL,,,,True,,0,True,,,,,,
19,1522688744,702692747,0:00:21.186330,2018-05-20 00:29:47.779373,2018-04-02 13:05:44.703111,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,car,0,True,,,,,,
21,1522688745,204371213,0:00:21.689633,2018-05-20 00:29:48.282674,2018-04-02 13:05:45.206415,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,True,,0,True,,,,,,
22,1522688750,355663776,0:00:26.839566,2018-05-20 00:29:53.432596,2018-04-02 13:05:50.356339,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,0,0,0,0,0,2,1,0,0,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,True,False,False,False,False,False,
23,1522688750,556888580,0:00:27.041573,2018-05-20 00:29:53.634588,2018-04-02 13:05:50.558334,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,1,0,0,0,0,2,1,0,0,1,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,True,,0,True,False,False,False,False,False,
24,1522688751,143139123,0:00:27.628892,2018-05-20 00:29:54.222111,2018-04-02 13:05:51.145854,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,1,0,0,0,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,childTURN,pronunciationRESULT,ROBOT_SILENT_HAPPY_DANCE,,,,,0,True,,,,,,
25,1522688751,644520282,0:00:28.129988,2018-05-20 00:29:54.723121,2018-04-02 13:05:51.646836,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,1,0,0,0,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,childTURN,pronunciationRESULT,ROBOT_CUSTOM_SPEECH,,,,,0,True,,,,,,
26,1522688752,145566463,0:00:28.634202,2018-05-20 00:29:55.227273,2018-04-02 13:05:52.151002,1,vehicle,2018-04-02 13:05:23.516774,None,,0,childTURN,novice,2018-04-02 13:05:23.516725,None,,1,0,0,0,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,childTURN,pronunciationRESULT,LOOK_CENTER,,,,,0,True,,,,,,
29,1522688752,247579336,0:00:28.732684,2018-05-20 00:29:55.325761,2018-04-02 13:05:52.249491,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,novice,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,robotTURN,pronunciationRESULT,,,,,,0,True,,,,,,
30,1522688752,756710052,0:00:29.240899,2018-05-20 00:29:55.834406,2018-04-02 13:05:52.758117,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,robotTURN,pronunciationRESULT,,,,,,0,True,True,False,False,False,False,
31,1522688752,850669145,0:00:29.337125,2018-05-20 00:29:55.930203,2018-04-02 13:05:52.853932,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,robotTURN,pronunciationRESULT,ROBOT_SILENT_INTERESTED,,,,,0,True,,,,,,
32,1522688755,69753408,0:00:31.554057,2018-05-20 00:29:58.147081,2018-04-02 13:05:55.070827,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,robotTURN,pronunciationRESULT,,VIRTUALLY_EXPLORE,,,,0,True,True,False,False,False,False,
33,1522688755,853511571,0:00:32.350408,2018-05-20 00:29:58.943462,2018-04-02 13:05:55.867197,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,TARGET_OBJECT_COLLECTED,robotTURN,pronunciationRESULT,,VIRTUALLY_EXPLORE,,,,0,True,,,,,,
34,1522688757,821453332,0:00:34.305963,2018-05-20 00:30:00.899251,2018-04-02 13:05:57.822973,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,SCREEN_MOVED,robotTURN,missionMODE,LOOK_AT_TABLET,VIRTUALLY_CLICK_CORRECT_OBJ,,,,0,True,,,,,,
35,1522688758,323346376,0:00:34.807149,2018-05-20 00:30:01.400254,2018-04-02 13:05:58.323982,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,SCREEN_MOVED,robotTURN,missionMODE,KEYWORD_DEFINITION_SPEECH,VIRTUALLY_CLICK_CORRECT_OBJ,,,,0,True,,,,,,
36,1522688758,329096794,0:00:34.812352,2018-05-20 00:30:01.405436,2018-04-02 13:05:58.329160,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,SCREEN_MOVED,robotTURN,missionMODE,,VIRTUALLY_CLICK_CORRECT_OBJ,,,,0,True,,,,,,
37,1522688762,387220382,0:00:38.872344,2018-05-20 00:30:05.465412,2018-04-02 13:06:02.389143,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,SCREEN_MOVED,robotTURN,missionMODE,,VIRTUALLY_CLICK_CORRECT_OBJ,,,,0,True,,,,,,
38,1522688772,430479764,0:00:48.914362,2018-05-20 00:30:15.507410,2018-04-02 13:06:12.431147,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,OBJECT_CLICKED,robotTURN,missionMODE,,VIRTUALLY_CLICK_CORRECT_OBJ,bicycle,,,0,True,False,False,False,False,False,
39,1522688772,539672613,0:00:49.023101,2018-05-20 00:30:15.616128,2018-04-02 13:06:12.539872,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,OBJECT_CLICKED,robotTURN,missionMODE,,VIRTUALLY_CLICK_CORRECT_OBJ,bicycle,,,0,True,False,False,False,False,False,
40,1522688772,640341520,0:00:49.123873,2018-05-20 00:30:15.717310,2018-04-02 13:06:12.641004,1,vehicle,2018-04-02 13:05:23.516774,None,,1,robotTURN,EXPERT,2018-04-02 13:05:52.247548,None,,1,1,1,1,0,2,1,0,0,1,0,OBJECT_CLICKED,robotTURN,missionMODE,,VIRTUALLY_CLICK_CORRECT_OBJ,bicycle,,,0,True,False,False,False,False,False,
