header seq inter ros topic,header secs inter ros topic,header nsecs inter ros topic,elapsedTimeFromGameStart,currentLocalTime,orig_local_time2,gameTask,vocab,taskStartTime,taskEndTime,taskDuration,taskTurnIndex,whoseTurn,robotRole,turnStartTime,turnEndTime,turnDuration,numCollectedObjectsForTask,numChildCollectedObjectsForTask,numTotalAttemptsForTask,numChildTotalAttemptsForTask,numChildClickCancelForTurn,numHintButtonPressedForTask,numQsAskeddForTask,numPositiveAnswerForTask,numNegativeAnswerForTask,numOtherAnswerForTask,numNoAnswerAttempt1ForTask,gameStateTrigger,currentInteractionState,currentGameState,robotPhysicalBehavior,robotVirtualBehavior,robotClickedObj,clickedRightObject,clickedObjName,numTouchAbsenceAlertPerTask,objectWordPronounced,isDraggin,pointerClick,onPinch,isScalingUp,isScalingDown,maxElapsedTimeReached
1,1522253063,949848890,,2018-05-24 21:36:58.564411,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,CONNECT_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
2,1522253067,833035707,,2018-05-24 21:37:02.448091,,0,,None,None,,0,childTURN,novice,None,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,gameSTART,,,,,,0,False,,,,,,
3,1522253075,422220945,0:00:00.967457,2018-05-24 21:37:10.043769,2018-03-28 12:04:35.385243,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,START_BUTTON_PRESSED,childTURN,explorationMODE,ROBOT_EXCITED,,,,,0,False,,,,,,
4,1522253082,837708234,0:00:08.375812,2018-05-24 21:37:17.452089,2018-03-28 12:04:42.793575,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,missionMODE,,,,,,0,False,,,,,,
5,1522253082,881502389,0:00:08.421958,2018-05-24 21:37:17.498289,2018-03-28 12:04:42.839767,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,pronunciationPANEL,,,,,,0,False,False,True,False,False,False,
6,1522253083,34602165,0:00:08.579471,2018-05-24 21:37:17.655755,2018-03-28 12:04:42.997241,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,OBJECT_CLICKED,childTURN,pronunciationPANEL,,,,,,0,False,False,False,False,False,False,
7,1522253084,201972961,0:00:09.739107,2018-05-24 21:37:18.815401,2018-03-28 12:04:44.156881,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,False,jumping,0,False,,,,,,
9,1522253084,721523523,0:00:10.260906,2018-05-24 21:37:19.337191,2018-03-28 12:04:44.678674,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationPANEL,,,,False,,0,False,,,,,,
10,1522253089,886811971,0:00:15.425185,2018-05-24 21:37:24.501503,2018-03-28 12:04:49.842979,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,False,,0,False,False,False,False,False,False,
11,1522253090,94804048,0:00:15.635403,2018-05-24 21:37:24.712587,2018-03-28 12:04:50.054058,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,SAY_BUTTON_PRESSED,childTURN,pronunciationRESULT,,,,False,,0,False,False,False,False,False,False,
12,1522253090,505677223,0:00:16.043804,2018-05-24 21:37:25.120139,2018-03-28 12:04:50.461614,1,vehicle,2018-03-28 12:04:34.417783,None,,0,childTURN,novice,2018-03-28 12:04:34.417709,None,,0,0,0,0,0,0,0,0,0,0,0,NONTARGET_OBJECT_COLLECTED,childTURN,pronunciationRESULT,,,,False,jumping,0,False,,,,,,
