frame_number, elapsed_time (sec), localtime,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,2.5033950805664062e-05,2018-1-20-11-25-48-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4399123191833496,2018-1-20-11-25-48-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.7363071441650391,2018-1-20-11-25-48-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0300915241241455,2018-1-20-11-25-49-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.3365020751953125,2018-1-20-11-25-49-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.6446425914764404,2018-1-20-11-25-49-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.9829189777374268,2018-1-20-11-25-50-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.3061420917510986,2018-1-20-11-25-50-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.779078483581543,2018-1-20-11-25-51-5-20-0,0.0018290018197149038,0.0023257348220795393,0.49211302399635315,0.19503755867481232,3.3287394046783447,0.022024698555469513,0.024658644571900368,0.7655047178268433,-6.480110168457031,78.21322631835938,4.816447017219616e-06,0.0012445489410310984,3.543824789176142e-07,3.5537235376637e-09,16.05230140686035,4.886526738800967e-08,3.230916645335924e-09,0.0001207396708196029,3.181981446687132e-05,31.33022689819336,7.314398681046441e-05,2.7016466219720314e-07,0.11500070244073868,3.3287394046783447,96.56307220458984,3.556682059979721e-08,1.9396232883717168e-11,2.2286106293734065e-09,0.0014671541284769773,0.002518205903470516,55.54586410522461,-15.609321594238281,-8.157669067382812,-24.357215881347656
10,3.1402037143707275,2018-1-20-11-25-51-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,3.509695291519165,2018-1-20-11-25-51-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3.790283203125,2018-1-20-11-25-52-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4.048291921615601,2018-1-20-11-25-52-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4.328721046447754,2018-1-20-11-25-52-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4.610989093780518,2018-1-20-11-25-52-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4.889486312866211,2018-1-20-11-25-53-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,5.260514497756958,2018-1-20-11-25-53-5-20-0,0.0018290664302185178,0.001599556184373796,0.44104987382888794,0.19299191236495972,0.7655963897705078,0.010761819779872894,0.13382840156555176,0.5068241357803345,-8.391632080078125,83.47605895996094,2.4189887426473433e-07,0.00029510940657928586,0.8447391986846924,6.413748906197725e-06,25.815847396850586,0.008834781125187874,0.001286567421630025,0.15620586276054382,3.155024751322344e-05,0.08829019963741302,0.008172153495252132,4.0364646736179566e-08,0.015574769116938114,0.7655963897705078,0.27187928557395935,4.18671770603396e-05,0.00011662272299872711,1.3752560334978625e-05,0.04862799867987633,0.0007332023233175278,50.2374153137207,-13.901252746582031,13.863401412963867,-13.151067733764648
18,5.5482800006866455,2018-1-20-11-25-53-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5.812567710876465,2018-1-20-11-25-54-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,6.270448446273804,2018-1-20-11-25-54-5-20-0,0.0018290751613676548,0.0018993023550137877,0.42593899369239807,0.19525375962257385,0.002091022441163659,0.009324182756245136,0.10106619447469711,0.4318895637989044,-6.711700439453125,93.00849914550781,4.9501664989293204e-08,0.00015403327415697277,0.7341064810752869,31.668325424194336,21.578405380249023,8.713790157344192e-05,0.04832710698246956,0.0244134571403265,0.0037427209317684174,0.014905763790011406,0.0026127127930521965,7.403178070575223e-09,0.1254514455795288,0.002091022441163659,2.2292068004608154,0.00784366950392723,0.057250458747148514,0.00022733536025043577,0.00014508530148305,0.0023949670139700174,55.915992736816406,-9.060015678405762,15.685430526733398,-12.216914176940918
21,6.550605297088623,2018-1-20-11-25-54-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.83855938911438,2018-1-20-11-25-55-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,7.1145994663238525,2018-1-20-11-25-55-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,7.495736598968506,2018-1-20-11-25-55-5-20-0,0.0018290909938514233,0.004522929899394512,0.4326097071170807,98.4836654663086,0.2440837025642395,0.00474129943177104,0.02325284853577614,0.19933907687664032,-0.21013641357421875,97.36701202392578,1.0875571376800508e-07,2.1738887880928814e-06,0.01523816492408514,19.697505950927734,0.11977849900722504,0.00017682900943327695,0.07947815209627151,1.0116009712219238,0.00894366204738617,1.1834185123443604,0.041914116591215134,1.5255381185852457e-05,98.10444641113281,0.2440837025642395,94.26158905029297,4.959906164003769e-06,0.0878186747431755,2.095550826197723e-06,0.0005196229903958738,0.0030845527071505785,57.87561798095703,-3.948159694671631,-7.702129364013672,-20.865720748901367
25,7.909516334533691,2018-1-20-11-25-56-5-20-0,0.0018291868036612868,0.004599026869982481,0.42685526609420776,27.40591812133789,0.061872195452451706,0.004591353703290224,0.023749643936753273,0.19433505833148956,-0.1747589111328125,96.13272857666016,3.800888634941657e-07,4.758490376843838e-06,0.33407390117645264,16.19481658935547,0.009085558354854584,0.00012826295278500766,0.013794949278235435,1.1365126371383667,0.06775996834039688,0.330496609210968,0.03323795273900032,0.000304581131786108,49.655513763427734,0.061872195452451706,96.868896484375,3.392606959096156e-05,0.025240009650588036,3.7790307487739483e-06,0.04150709882378578,0.00090792280388996,58.33358383178711,-5.93410062789917,-6.133079528808594,-16.897489547729492
