frame_number, elapsed_time (sec), localtime,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,3.0279159545898438e-05,2018-1-20-11-5-56-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.3342430591583252,2018-1-20-11-5-57-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.6314687728881836,2018-1-20-11-5-57-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9079470634460449,2018-1-20-11-5-57-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.1911587715148926,2018-1-20-11-5-58-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.4515461921691895,2018-1-20-11-5-58-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.7310843467712402,2018-1-20-11-5-58-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0334620475769043,2018-1-20-11-5-58-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.3301737308502197,2018-1-20-11-5-59-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2.689636468887329,2018-1-20-11-5-59-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2.9650533199310303,2018-1-20-11-5-59-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3.2761926651000977,2018-1-20-11-6-0-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3.5470430850982666,2018-1-20-11-6-0-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3.9061079025268555,2018-1-20-11-6-0-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4.247129678726196,2018-1-20-11-6-1-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,4.538101673126221,2018-1-20-11-6-1-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,4.85131573677063,2018-1-20-11-6-1-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5.182068347930908,2018-1-20-11-6-2-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5.465149402618408,2018-1-20-11-6-2-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5.788537979125977,2018-1-20-11-6-2-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.141438245773315,2018-1-20-11-6-3-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.784183740615845,2018-1-20-11-6-3-5-20-0,0.0018293422181159258,0.22503790259361267,0.4131937026977539,97.52794647216797,0.002260661218315363,0.004689193330705166,0.012800037860870361,0.19983716309070587,-12.789283752441406,79.48726654052734,6.946933694962354e-07,0.002260661218315363,0.003250973066315055,4.4317118863546057e-07,0.9716342091560364,4.70062153806218e-14,40.9346923828125,5.512048244476318,0.7445285320281982,5.6813530591171e-07,0.019228123128414154,0.0012214718153700233,93.41345977783203,2.259088915934626e-07,1.3384395837783813,1.6327195167541504,30.61346435546875,0.038328997790813446,97.92631530761719,0.08749351650476456,50.398075103759766,-15.227246284484863,11.494836807250977,-7.84904670715332
23,7.317094087600708,2018-1-20-11-6-4-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,7.859455108642578,2018-1-20-11-6-4-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.681038856506348,2018-1-20-11-6-5-5-20-0,0.0018391641788184643,0.019239693880081177,0.687460720539093,86.01301574707031,0.030531547963619232,0.004748199600726366,0.006724020000547171,0.20310431718826294,-25.041961669921875,76.25875854492188,6.222774118214147e-07,0.0015478588175028563,0.013268731534481049,1.4248642401071265e-05,1.406144618988037,2.1650041853141407e-14,80.76215362548828,19.697559356689453,1.1682990789413452,2.25427356781438e-06,0.16681022942066193,0.030531547963619232,75.94034576416016,5.499650228557584e-07,5.80164098739624,58.262508392333984,30.00333023071289,0.039684541523456573,4.827957630157471,0.06240279600024223,51.061988830566406,-16.165409088134766,7.581158638000488,-14.288533210754395
26,9.420758485794067,2018-1-20-11-6-6-5-20-0,0.001826317748054862,0.020721085369586945,0.4260769188404083,74.05403137207031,0.0485442653298378,0.014475785195827484,0.1924775242805481,0.7075439691543579,-14.63134765625,91.5545654296875,1.5514419970941162e-08,0.0485442653298378,0.009074803441762924,5.118091848999029e-06,34.745094299316406,1.4522625520229683e-14,13.704107284545898,40.227298736572266,0.25913071632385254,1.2340460671111941e-06,0.0402296707034111,0.0013804156333208084,68.69535827636719,4.3773167135441327e-07,26.584165573120117,6.799213409423828,52.727909088134766,0.006526672746986151,82.22330474853516,0.16105321049690247,51.071983337402344,-10.083459854125977,6.532553195953369,-11.653221130371094
27,10.167327880859375,2018-1-20-11-6-7-5-20-0,0.0018291780725121498,0.011975012719631195,0.49391382932662964,50.96665573120117,0.046550918370485306,0.008793529123067856,0.027559397742152214,0.40527787804603577,-27.268836975097656,76.67866516113281,4.561840114547522e-07,0.046550918370485306,0.010523932985961437,5.607962521025911e-06,19.80797004699707,4.19988886333697e-14,70.20515441894531,31.29142189025879,0.6969231367111206,8.824613928481995e-07,0.16522251069545746,0.009590440429747105,59.19425964355469,1.8531021623857669e-06,49.28983688354492,30.831966400146484,73.39164733886719,0.05089769884943962,18.916648864746094,0.05464751645922661,50.62820816040039,-16.048725128173828,6.424340724945068,-13.253952980041504
28,10.743495225906372,2018-1-20-11-6-7-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,11.344391345977783,2018-1-20-11-6-8-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,11.888770580291748,2018-1-20-11-6-8-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,12.42721438407898,2018-1-20-11-6-9-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,12.956204414367676,2018-1-20-11-6-9-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,13.73632025718689,2018-1-20-11-6-10-5-20-0,0.001829042099416256,0.00023152594803832471,0.4243055284023285,0.1946452260017395,0.0006771633052267134,0.049139950424432755,2.7297792434692383,2.737457275390625,-21.447662353515625,94.462890625,1.3542278054501367e-07,0.0006771633052267134,6.490313921858615e-07,2.321727606613422e-06,71.43286895751953,6.331300761441838e-11,0.0008671795367263258,9.359829164168332e-06,0.05873129144310951,0.033617887645959854,5.786353722214699e-05,3.869717147608753e-06,0.09601858258247375,9.981646144296974e-05,0.030744247138500214,3.994060534751043e-05,0.16992156207561493,0.0003713810001499951,0.012229440733790398,0.00019528286065906286,59.480072021484375,-7.816330909729004,21.154155731201172,-11.97373104095459
34,14.55396318435669,2018-1-20-11-6-11-5-20-0,0.0018291029846295714,9.386911551700905e-05,0.0022097791079431772,0.19300036132335663,0.0005340279312804341,0.1010531410574913,3.44442081451416,5.961785316467285,-49.65835952758789,94.97953796386719,3.771480194814103e-08,0.0005340279312804341,2.3471875465475023e-06,6.143836372984879e-08,93.10736083984375,6.570561802976549e-12,0.020215855911374092,7.598825959576061e-06,72.40088653564453,0.004370364360511303,1.1075243492086884e-05,0.00015865689783822745,0.016098612919449806,5.594264393948833e-07,0.005455867853015661,0.0012251491425558925,0.0006178318872116506,6.967384251765907e-05,0.011928082443773746,0.0003071413084398955,56.91231155395508,-7.299304485321045,19.864768981933594,-10.71735668182373
