frame_number, elapsed_time (sec), localtime,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,2.4318695068359375e-05,2018-1-20-16-17-12-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.46823811531066895,2018-1-20-16-17-12-5-20-0,99.93046569824219,1.4260083389672218e-06,0.0002918638347182423,0.00010701229621190578,99.98749542236328,1.8005957826972008e-05,0.00029389889095909894,0.6876345276832581,89.67772674560547,89.4996566772461,8.294326107716188e-06,0.0005788104608654976,0.002434468362480402,0.0019111302681267262,34.02556610107422,1.8675667234901994e-08,0.00024212070275098085,0.00011606395128183067,0.29867565631866455,0.04951999709010124,0.026640549302101135,99.98749542236328,0.012483940459787846,1.109109780372819e-05,97.01264190673828,0.00010470665438333526,0.01215789932757616,0.004074330907315016,0.5430352687835693,0.9253668785095215,36.799415588378906,-11.285863876342773,-3.26566743850708,3.6396989822387695
3,0.8491849899291992,2018-1-20-16-17-13-5-20-0,99.93061828613281,1.946926431628526e-06,0.0002985692408401519,0.00010677029058570042,100.0,1.5916351912892424e-05,0.00015665870159864426,0.5713980197906494,91.89437866210938,85.54769134521484,1.7306613244727487e-06,3.3763684768928215e-05,0.4355366826057434,0.00037039772723801434,26.47119140625,1.1045489145544707e-07,7.605480641359463e-05,0.00014982218272052705,0.023725518956780434,3.928767442703247,0.052573513239622116,100.0,0.0,0.0003563833888620138,0.15428881347179413,0.1733393371105194,0.0006806310266256332,0.0006986306980252266,0.0007144802948459983,0.031139029189944267,37.654258728027344,-13.108901977539062,3.2903428077697754,-5.353884696960449
4,1.2351043224334717,2018-1-20-16-17-13-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.403390884399414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.07965850830078,-28.806352615356445,0.32975488901138306,-3.497791051864624
5,1.6195781230926514,2018-1-20-16-17-13-5-20-0,99.93061828613281,1.4346701391332317e-06,0.0003028308565262705,0.00010677803220460191,99.99949645996094,2.2668558813165873e-05,0.00021965954510960728,0.8106713891029358,89.61517333984375,80.99425506591797,6.8752674451388884e-06,0.00011250172974541783,0.014128290116786957,0.005151540972292423,33.43001937866211,1.9162155240337597e-06,0.06864484399557114,2.406740427017212,0.2137472927570343,7.577792644500732,0.12654441595077515,99.99949645996094,0.00032339486642740667,0.4064018726348877,98.05476379394531,0.00013835690333507955,2.069169044494629,0.00028625689446926117,0.0013953214511275291,0.003938004840165377,36.28673553466797,-14.751816749572754,1.9819917678833008,-3.6165249347686768
6,2.01737380027771,2018-1-20-16-17-14-5-20-0,99.93061065673828,1.5418944485645625e-06,0.00034135274472646415,0.00010680124978534877,99.99813842773438,0.000456837413366884,8.929235264076851e-06,7.04473876953125,90.07621765136719,89.26902770996094,1.7279209714615718e-05,6.919008683325956e-06,0.0016152238240465522,6.817268877057359e-05,31.401473999023438,4.118169416589268e-10,0.08575814962387085,27.717336654663086,2.894912540796213e-05,99.7043228149414,0.9483849406242371,99.99813842773438,0.001416657934896648,0.0051488447934389114,28.857267379760742,0.000857758626807481,0.008775987662374973,0.0037823112215846777,0.00012899161083623767,0.7145282626152039,36.137786865234375,-11.40739631652832,2.8219552040100098,-9.524988174438477
7,2.2905614376068115,2018-1-20-16-17-14-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.5502142906188965,2018-1-20-16-17-14-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.818498373031616,2018-1-20-16-17-15-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3.0918145179748535,2018-1-20-16-17-15-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,3.3504276275634766,2018-1-20-16-17-15-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3.6144936084747314,2018-1-20-16-17-15-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3.8821704387664795,2018-1-20-16-17-16-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4.134148597717285,2018-1-20-16-17-16-5-20-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,4.503530979156494,2018-1-20-16-17-16-5-20-0,0.0018817940726876259,0.004508585203438997,0.00030627520754933357,98.70843505859375,0.15627765655517578,0.0040373243391513824,0.00491540739312768,0.19269932806491852,-31.956802368164062,84.974365234375,5.811137953060097e-07,0.00011772069410653785,0.10274285078048706,0.008386079221963882,0.003389714751392603,3.2100412845611572,0.0010297249536961317,0.13394200801849365,99.43238830566406,6.961606231925543e-06,0.008376519195735455,0.15627765655517578,99.74626159667969,5.0183089683741855e-08,2.3454902172088623,2.1438413000396395e-07,0.09663596749305725,2.568574473116314e-07,0.0003233454190194607,6.971706170588732e-06,33.332420349121094,-13.337041854858398,7.863354682922363,-4.949870586395264
16,4.889593601226807,2018-1-20-16-17-17-5-20-0,0.0018331613391637802,0.04674912989139557,0.0002966432657558471,19.2767276763916,0.012241318821907043,0.004980564583092928,0.003137793391942978,0.21399527788162231,-56.31501770019531,96.53672790527344,1.8592944570627878e-06,2.4431574274785817e-06,51.620967864990234,9.105483513849322e-07,2.8045547008514404,6.33511517662555e-05,33.332035064697266,3.8038856473576743e-06,99.99980926513672,1.0341852707540511e-08,4.590760454448173e-06,0.012241318821907043,45.353309631347656,4.118246295092831e-07,1.5771658581797965e-05,0.9140602350234985,98.99740600585938,2.0444906567718135e-06,0.051226794719696045,0.03198542818427086,38.257835388183594,-5.361452579498291,-19.572473526000977,-7.380548000335693
17,5.283072471618652,2018-1-20-16-17-17-5-20-0,0.0018291831947863102,0.006395630072802305,0.00029690645169466734,0.8813316822052002,0.00029604919836856425,0.0047972132451832294,0.004875171929597855,0.20498742163181305,-34.24662780761719,98.0985107421875,3.3740997196218814e-07,3.9168472198980453e-07,10.15759563446045,6.3313650571217295e-06,1.655335545539856,8.349241511496075e-07,2.343921661376953,3.114925902991672e-06,99.99954986572266,3.876538201552648e-09,5.9961998886137735e-06,0.00029604919836856425,14.375368118286133,1.3106613039326476e-07,0.00032875826582312584,0.11200753599405289,99.52630615234375,3.978420082262346e-08,0.007040638476610184,0.26068660616874695,39.46996307373047,2.2833290100097656,-17.74138832092285,-9.773031234741211
