frame_number, orig_local_time, orig_local_time2, local_time, game_elapsed_time, time_diff, inter_data_frame_number,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,,,2018-02-25-13:53:14,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,,2018-02-25-13:53:14,,0,0,0.0019461896736174822,0.004437258932739496,0.41563189029693604,0.21401461958885193,0.3413241505622864,0.004439048934727907,0.023487860336899757,0.1927238255739212,0.3403356671333313,89.18480682373047,9.148325830210524e-07,5.38786615322806e-08,7.675574806853547e-07,2.1776511857751757e-05,0.002099853241816163,3.9734608492381085e-08,3.73432703781873e-06,0.002847131108865142,0.0008591938531026244,0.007327461149543524,0.0001881514472188428,0.3413241505622864,1.2316288948059082,1.1092304703197442e-05,0.0010794609552249312,5.335407422535354e-07,1.6733663869672455e-05,1.2321715985308401e-06,9.736116226122249e-06,1.7513792727186228e-06,44.80381774902344,-11.451207160949707,-15.069657325744629,-1.4838316440582275
3,,,2018-02-25-13:53:14,,0,0,0.00184065371286124,0.0048422422260046005,0.034627705812454224,0.19564470648765564,0.0346747450530529,0.004529399797320366,0.013470781967043877,0.1926775872707367,-10.358924865722656,87.42906188964844,6.248767281391565e-09,2.3538452751381556e-06,0.04533505439758301,1.862698991317302e-05,0.0004671539063565433,1.6768947119771838e-08,0.07376454025506973,0.0014324643416330218,34.52515411376953,0.00015789011376909912,0.0003595479647628963,0.0346747450530529,0.16878868639469147,1.1502453212131059e-08,8.534287303518795e-07,0.03754043951630592,0.007784282322973013,3.326398427816457e-07,1.9183659553527832,8.344516572833527e-06,43.25521469116211,-12.3027982711792,-4.371416091918945,-2.245070457458496
4,,,2018-02-25-13:53:14,,0,0,0.0018642907962203026,0.0062049375846982,0.0016233123606070876,0.22088952362537384,0.10485812276601791,0.004511884413659573,0.004078144207596779,0.19285207986831665,-33.477691650390625,39.646446228027344,1.69536402694348e-08,6.212859489096445e-07,5.800998687744141,9.46161599131301e-05,0.024751070886850357,1.3059151569905225e-05,6.469067096710205,6.357612619467545e-06,99.64506530761719,1.582492700435978e-06,0.0011769324773922563,0.10485812276601791,1.3629449605941772,1.7814464570165e-08,7.693409287412578e-08,5.257879734039307,98.10979461669922,2.658287667145487e-05,2.137318006134592e-06,1.6302468793583103e-05,41.135189056396484,-24.101093292236328,-2.5377070903778076,-1.8917245864868164
5,,,2018-02-25-13:53:14,,0,0,0.001836740062572062,0.004585026763379574,0.0006389642367139459,0.19536101818084717,0.023345615714788437,0.004533297847956419,0.005405096802860498,0.19270795583724976,-26.62676239013672,83.40730285644531,8.92835718552254e-12,0.0018894727109000087,0.28760266304016113,3.198031350848396e-08,0.0011148772900924087,1.9660257866149777e-09,0.00026406662072986364,1.7330794435110874e-06,89.4382095336914,0.0007826643995940685,9.642931399866939e-05,0.023345615714788437,0.14710751175880432,1.5154603261180455e-07,3.5330151149537414e-05,0.00018088069919031113,1.0738323908299208e-05,0.6702529788017273,0.03223240375518799,1.75646800926188e-05,41.639854431152344,-13.926133155822754,1.8306524753570557,-3.7654306888580322
6,,,2018-02-25-13:53:15,,0,0,0.0018583019264042377,0.004549247678369284,0.10690968483686447,0.1927124410867691,0.087164968252182,0.004540956113487482,0.017314497381448746,0.1935518980026245,-5.6637420654296875,95.67252349853516,9.942128231799074e-10,3.06200236082077e-05,0.21261698007583618,2.1717781351071608e-07,0.00038329375092871487,2.726183445656005e-10,0.0009126070071943104,2.8302341888775118e-05,18.961097717285156,0.18164944648742676,2.220979922640254e-06,0.087164968252182,0.06343669444322586,3.301660399301909e-05,0.002495409455150366,0.0001432784047210589,0.049328822642564774,0.004025844391435385,0.002977510215714574,1.7262042319998727e-06,42.93031311035156,-6.5202741622924805,5.128317832946777,0.5397806167602539
7,,,2018-02-25-13:53:15,,0,0,0.0035944809205830097,0.0035455890465527773,0.011950157582759857,0.14749673008918762,3.715808629989624,0.0035449331626296043,0.00879581831395626,0.1927424520254135,-9.935409545898438,97.42909240722656,2.5851865786963302e-11,2.6735113351605833e-05,0.023266907781362534,6.8700662936294066e-09,0.007596862968057394,7.755545095022853e-10,1.99039141079993e-06,0.0015240696957334876,45.475040435791016,0.0028857504948973656,2.5477945655438816e-06,3.715808629989624,0.10392803698778152,9.017752518047928e-07,0.0007012259447947145,6.597380888706539e-06,0.00010688296606531367,0.0013924555387347937,5.829955398439779e-07,2.9286294989105954e-07,44.447357177734375,-3.825676918029785,6.907605171203613,-4.0863871574401855
8,,,2018-02-25-13:53:15,,0,0,0.0018313126638531685,0.004564295988529921,0.3752952814102173,0.20569241046905518,0.006696268450468779,0.004537813365459442,0.02333446778357029,0.1926753968000412,-0.5624771118164062,98.42056274414062,3.5409630783078683e-09,1.2445227184798568e-05,0.15885986387729645,2.7472482955204214e-08,9.23851621337235e-05,2.0706507342094227e-10,0.00043695923523046076,0.001137921353802085,1.7382960319519043,0.00023332558339461684,3.419144434246846e-07,0.006696268450468779,0.6213425397872925,6.857610514998669e-07,0.00032814996666274965,4.530786463874392e-05,0.002162656281143427,0.00033733408781699836,8.87765854713507e-05,2.491842110430298e-07,45.4319953918457,1.3391116857528687,9.997045516967773,1.5829641819000244
9,,,2018-02-25-13:53:15,,0,0,0.0020888501312583685,0.004463001620024443,0.0005470126634463668,1.5307360887527466,0.7304011583328247,0.00432416470721364,0.005035077221691608,0.1926795244216919,-26.78913116455078,98.19844055175781,1.3620242711454011e-08,1.741661321830179e-07,0.8634181022644043,4.1859223642859433e-08,0.000729446648620069,1.8202273455864004e-12,0.00034526255331002176,0.00015460193390026689,90.86743927001953,0.00016965485701803118,3.8523894545505755e-06,0.7304011583328247,20.148557662963867,6.8047656895942055e-06,1.0775890586955938e-05,0.0013602491235360503,0.0005605558399111032,0.000137647264637053,1.8800022871801048e-06,6.034967441337358e-07,45.04697799682617,2.0083065032958984,10.484024047851562,0.9914776086807251
10,,,2018-02-25-13:53:15,,0,0,48.63484573364258,0.002315291902050376,3.863743586407509e-06,0.0022618104703724384,59.699588775634766,8.48353884066455e-05,8.483393321512267e-05,0.19267457723617554,2.646881103515625,97.78919219970703,1.7015167053102687e-11,1.4587867553927936e-06,90.1797103881836,1.014809711818998e-07,0.00011718930181814358,1.4767869087030589e-15,0.0013026694068685174,0.00011372576409485191,99.99977111816406,4.0903876652009785e-05,1.6915599587719043e-07,59.699588775634766,0.28924211859703064,1.4218588528791543e-09,6.024757112754742e-06,0.05497678741812706,0.21340399980545044,0.003923052456229925,6.643128472205717e-06,1.138483440854543e-07,43.48838806152344,3.052725315093994,11.637248039245605,0.7700014114379883
