frame_number, orig_local_time, orig_local_time2, local_time, game_elapsed_time, time_diff, inter_data_frame_number,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,,,2018-02-26-12:31:46,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,,2018-02-26-12:31:46,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,,2018-02-26-12:31:47,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,,,2018-02-26-12:31:47,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,,,2018-02-26-12:31:47,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,,,2018-02-26-12:31:47,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,,,2018-02-26-12:31:47,,0,0,0.001828930340707302,0.004539804067462683,0.42586028575897217,95.61441802978516,0.001103519694879651,0.004540142137557268,0.024031592532992363,0.19267794489860535,-0.00030517578125,70.55021667480469,0.000615448399912566,0.001103519694879651,0.00016281710122711957,6.467239899166088e-08,1.2977831829630304e-05,1.162718477054625e-09,6.059872976038605e-05,3.317840814590454,9.991704428102821e-05,6.374111194418219e-07,4.2058145481860265e-05,3.512086454993124e-13,87.83049774169922,5.03333055235089e-08,0.007691238075494766,1.6271746172691337e-09,0.00020323891658335924,2.200068571767133e-09,1.077190518117277e-05,0.0010999536607414484,38.507530212402344,17.63180923461914,11.693401336669922,-12.5139741897583
8,,,2018-02-26-12:31:47,,0,0,0.0018289390718564391,0.004539267159998417,0.42585745453834534,51.154422760009766,0.002209062920883298,0.004540128633379936,0.02402968890964985,0.1927003562450409,-0.0001983642578125,96.55892944335938,1.9594660898292204e-06,0.002209062920883298,1.0971484698529821e-05,3.49413165068313e-10,4.496338442550041e-05,9.105456189387184e-13,0.00047775296843610704,3.866777181625366,0.00010508780542295426,6.359516646625707e-06,8.66459970438882e-07,3.2067224309956233e-12,59.258209228515625,1.0579683475953061e-06,0.03473997861146927,9.521302786197339e-07,0.0036195083521306515,2.2797088661263842e-08,1.448127022740664e-07,5.4704640206182376e-05,40.76015090942383,5.328141212463379,10.924394607543945,-10.196980476379395
9,,,2018-02-26-12:31:48,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,,,2018-02-26-12:31:48,,0,0,0.0017717486480250955,0.004325938876718283,0.4258607029914856,0.19273243844509125,0.8758568167686462,0.004674593452364206,0.02351396344602108,0.2035081386566162,-0.00046539306640625,98.58834075927734,1.7185038814204745e-06,0.8758568167686462,6.5456893025839236e-06,1.0315043957875858e-11,0.0020511094480752945,1.095654122984513e-11,0.0002053312782663852,0.014560341835021973,2.232115093647735e-06,2.5393615032953676e-07,2.3315382691180275e-07,3.032134439362455e-12,0.0028831837698817253,5.76787272166257e-07,0.1585891991853714,2.835905945630657e-07,9.520177263766527e-05,0.0005387411219999194,1.101604266295908e-05,5.260768739390187e-05,41.110172271728516,-0.7690464854240417,13.355756759643555,-9.65880298614502
