frame_number, orig_local_time, orig_local_time2, local_time, game_elapsed_time, time_diff, inter_data_frame_number,emotion-1,emotion-2,emotion-3,emotion-4,emotion-5,emotion-6,emotion-7,emotion-8,emotion-9,expression-1,expression-2,expression-3,expression-4,expression-5,expression-6,expression-7,expression-8,expression-9,expression-10,expression-11,expression-12,expression-13,expression-14,expression-15,expression-16,expression-17,expression-18,expression-19,expression-20,expression-21,measurement-1,measurement-2,measurement-3,measurement-4
1,,,2018-02-21-16:21:41,,0,0,99.93061065673828,1.474072291784978e-06,0.00022527686087414622,0.00010677029058570042,100.0,0.0004676210228353739,7.407059001707239e-06,7.205594539642334,85.3386001586914,94.96642303466797,1.4044121421363798e-09,0.008300329558551311,0.00014149454364087433,0.06805546581745148,31.91383171081543,3.6134624053215465e-16,0.004107996355742216,9.298774239141494e-05,12.958889961242676,99.8873519897461,2.3905704021453857,100.0,0.0,0.00603460380807519,0.007984672673046589,0.007754120975732803,2.8213281666467083e-07,98.65470886230469,4.7351025500574906e-07,40.30689239501953,52.575042724609375,-7.31303596496582,5.032402038574219,-13.756704330444336
2,,,2018-02-21-16:21:41,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,,2018-02-21-16:21:41,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,,,2018-02-21-16:21:41,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,,,2018-02-21-16:21:42,,0,0,99.92005157470703,1.5185802340056398e-06,0.000654022500384599,0.00010684648441383615,99.99535369873047,0.00038920092629268765,6.447577106882818e-06,6.789240837097168,90.86648559570312,97.84323120117188,8.813220375714081e-08,3.8832743167877197,8.281344321403594e-07,4.252090679557341e-09,26.201704025268555,2.2259310280409172e-12,4.40758940456476e-09,0.13035981357097626,0.002444965997710824,96.20829010009766,2.0825119018554688,99.99535369873047,0.0034341756254434586,0.4620204269886017,0.5776616930961609,3.1864533411862794e-06,1.3922656307840953e-06,99.98983001708984,0.00022413276019506156,3.5941812992095947,56.030941009521484,-2.9262235164642334,7.749716758728027,-14.734440803527832
6,,,2018-02-21-16:21:42,,0,0,99.92940521240234,4.412146608956391e-06,4.3837752627950977e-07,0.00010810759704327211,99.91387176513672,7.549664587713778e-06,8.81598680280149e-06,0.2523958384990692,68.99647521972656,98.52352142333984,2.3153671691034106e-07,0.05065881460905075,2.31140020332532e-05,2.087868722355779e-08,5.791234016418457,2.357436945307767e-12,6.395162444050584e-08,0.0026869080029428005,94.0593032836914,2.0105111598968506,2.095811367034912,99.91387176513672,0.05635904148221016,0.0009037399431690574,0.026334073394536972,2.610258036384039e-07,1.956392452484579e-06,99.86941528320312,0.0038854482118040323,2.895001173019409,54.654266357421875,-0.996833324432373,12.356143951416016,-15.389321327209473
7,,,2018-02-21-16:21:42,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,,,2018-02-21-16:21:42,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,,,2018-02-21-16:21:42,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,,,2018-02-21-16:21:42,,0,0,99.91229248046875,3.940235274058068e-06,0.0003023930767085403,0.00010677029058570042,100.0,0.00020521419355645776,9.804597311813268e-07,3.486137866973877,99.6944808959961,98.079345703125,3.000823145526965e-09,6.455536842346191,0.001249294844456017,2.7924998424744274e-10,0.7594752311706543,3.36655018361455e-16,1.1233400982746389e-05,1.199891448020935,0.006918421946465969,99.88626098632812,0.12755247950553894,100.0,0.0,0.022889548912644386,0.19226804375648499,2.7801550459116697e-05,3.048489247703401e-07,95.96077728271484,0.173796147108078,0.05594365671277046,55.03256607055664,2.334439277648926,13.342214584350586,-16.293107986450195
11,,,2018-02-21-16:21:43,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,,,2018-02-21-16:21:43,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,,,2018-02-21-16:21:43,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,,,2018-02-21-16:21:43,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,,,2018-02-21-16:21:43,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,,,2018-02-21-16:21:43,,0,0,99.93059539794922,4.310079475544626e-06,2.3173598151515762e-07,0.00010679860133677721,99.99791717529297,7.560025551356375e-06,8.883334885467775e-06,0.2567843496799469,67.8792953491211,98.62641143798828,1.2837947371835412e-10,0.0009888889035210013,0.0005840631201863289,9.782787913081847e-09,6.904255390167236,9.982243981063177e-13,0.0277770534157753,1.792473369732761e-07,99.47341918945312,1.1564345359802246,0.397741436958313,99.99791717529297,0.0010289107449352741,4.082079612999223e-05,0.003844070713967085,0.0006930750096216798,6.097751611378044e-05,99.97093963623047,0.00048805231926962733,0.540076494216919,53.42109298706055,-0.6304323077201843,12.193159103393555,-13.72132682800293
